net_gex,zero_gamma,spot,ts,s1,g1,s2,g2,s3,g3,s4,g4,s5,g5,s6,g6,s7,g7,s8,g8,s9,g9,s10,g10,s11,g11,s12,g12,s13,g13,s14,g14,s15,g15,s16,g16,s17,g17,s18,g18,s19,g19,s20,g20
-1136.9,64000.0,71154.02,1773459468,72000.0,-855.5,70000.0,-117.5,75000.0,84.2,69000.0,-78.7,71000.0,-59.9,72500.0,-59.3,71500.0,-45.8,73000.0,43.0,68500.0,-22.8,67000.0,-21.4,73500.0,19.2,74000.0,19.1,69500.0,-18.0,70500.0,11.4,0,0,0,0,0,0,0,0,0,0,0,0
