date,open,high,low,close,volume
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-59.3,-59.3,-59.3,-59.3,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-60.0,-60.0,-60.0,-60.0,0
20260314,-59.5,-59.5,-59.5,-59.5,0
20260314,-59.5,-59.5,-59.5,-59.5,0
20260314,-59.5,-59.5,-59.5,-59.5,0
20260314,-59.5,-59.5,-59.5,-59.5,0
20260314,-59.5,-59.5,-59.5,-59.5,0
20260314,-59.5,-59.5,-59.5,-59.5,0
20260314,-59.5,-59.5,-59.5,-59.5,0
20260314,-59.5,-59.5,-59.5,-59.5,0
20260314,-59.5,-59.5,-59.5,-59.5,0
